language,source,test,model,statistic,DstatUP,DstatLO,statMedian,DstatMedUP,DstatMedLO,sizeEffect,DsizeEffectUP,DsizeEffectLO,effMedian,DeffMedUP,DeffMedLO,cFruits,cFlowers,cInsects,cInstruments,cWeapons,cPleasant,cUnpleasant,EV,GH
it22,1,1,bert0,0.20531357,0.5,0.38,0.185,0.29,0.19,0.365734117,0.5,0.68,0.375668763,0.41,0.40,-,-,-,-,-,-,-,130.86,0.17
it23,1,1,bert0,0.274652187,0.55,0.43,0.185,0.29,0.19,0.576498173,0.43,0.88,0.375668763,0.41,0.40,-,-,-,-,-,-,-,130.86,0.17
it24,1,1,bert0,0.072456777,0.56,0.5,0.185,0.29,0.19,0.218805807,0.75,1.08,0.375668763,0.41,0.40,-,-,-,-,-,-,-,130.86,0.17
it25,1,1,bert0,0.487727136,0.62,0.53,0.185,0.29,0.19,0.819414342,0.43,1.03,0.375668763,0.41,0.40,-,-,-,-,-,-,-,130.86,0.17
it0,0,1,bert0,0.21,0.35,0.32,0.21,0.35,0.32,0.64,0.43,0.89,0.64,0.43,0.89,-,-,-,-,-,-,-,130.86,0.17
it1,1,1,bert11,0.045856078,0.12,0.1,0.03,0.08,0.04,0.335242842,0.54,0.73,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it2,1,1,bert11,0.10619946,0.12,0.11,0.03,0.08,0.04,0.697116075,0.39,0.8,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it3,1,1,bert11,0.003662993,0.11,0.12,0.03,0.08,0.04,0.032058954,0.72,0.78,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it4,1,1,bert11,0.06488651,0.15,0.13,0.03,0.08,0.04,0.355076544,0.46,0.63,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it5,1,1,bert11,0.120733652,0.18,0.16,0.03,0.08,0.04,0.478052413,0.47,0.62,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it6,1,1,bert11,0.004020537,0.11,0.1,0.03,0.08,0.04,0.036038059,0.62,0.71,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it7,1,1,bert11,0.026909397,0.12,0.12,0.03,0.08,0.04,0.211040919,0.68,0.74,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it9,1,1,bert11,0.00749802,0.11,0.11,0.03,0.08,0.04,0.075265215,0.74,0.83,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it10,1,1,bert11,0.030572482,0.14,0.12,0.03,0.08,0.04,0.199114345,0.56,0.71,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it11,1,1,bert11,0.096566585,0.13,0.1,0.03,0.08,0.04,0.856911094,0.31,1.02,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it12,1,1,bert11,0.043994162,0.11,0.11,0.03,0.08,0.04,0.359304735,0.52,0.78,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it13,1,1,bert11,0.047067058,0.13,0.16,0.03,0.08,0.04,0.247620587,0.68,0.63,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it14,1,1,bert11,0.027745553,0.11,0.1,0.03,0.08,0.04,0.233697748,0.54,0.71,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it15,1,1,bert11,-0.02980784,0.1,0.13,0.03,0.08,0.04,-0.352761577,0.93,0.54,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it16,1,1,bert11,0.026725687,0.09,0.08,0.03,0.08,0.04,0.286091776,0.56,0.76,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it17,1,1,bert11,-0.00559709,0.13,0.15,0.03,0.08,0.04,-0.031808698,0.64,0.59,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it18,1,1,bert11,0.039756547,0.13,0.11,0.03,0.08,0.04,0.289394898,0.55,0.73,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it19,1,1,bert11,0.010940897,0.13,0.13,0.03,0.08,0.04,0.06092212,0.58,0.62,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it20,1,1,bert11,0.046461932,0.13,0.12,0.03,0.08,0.04,0.273187442,0.57,0.69,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it21,1,1,bert11,0.050919826,0.11,0.1,0.03,0.08,0.04,0.561778905,0.39,0.87,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it22,1,1,bert11,0.026384009,0.18,0.16,0.03,0.08,0.04,0.110267234,0.6,0.62,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it23,1,1,bert11,0.057308711,0.11,0.1,0.03,0.08,0.04,0.473778468,0.5,0.72,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it24,1,1,bert11,0.018091775,0.13,0.11,0.03,0.08,0.04,0.151265964,0.61,0.79,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it25,1,1,bert11,0.030792399,0.13,0.12,0.03,0.08,0.04,0.246778125,0.54,0.84,0.24719935599999998,0.43,0.27,-,-,-,-,-,-,-,-,-
it0,0,1,bert11,0.06,0.10,0.10,0.06,0.10,0.10,0.50,0.45,0.79,0.50,0.45,0.79,-,-,-,-,-,-,-,-,-
it1,1,1,bert0it,-0.048670428,0.28,0.26,0.10500000000000001,0.17,0.11,-0.126777905,0.62,0.59,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it2,1,1,bert0it,0.105246828,0.34,0.32,0.10500000000000001,0.17,0.11,0.226221489,0.57,0.68,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it3,1,1,bert0it,0.122554397,0.26,0.25,0.10500000000000001,0.17,0.11,0.429868342,0.57,0.83,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it4,1,1,bert0it,0.067485686,0.34,0.32,0.10500000000000001,0.17,0.11,0.148664317,0.59,0.65,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it5,1,1,bert0it,0.074360282,0.29,0.32,0.10500000000000001,0.17,0.11,0.186048912,0.67,0.65,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it6,1,1,bert0it,0.132856152,0.31,0.31,0.10500000000000001,0.17,0.11,0.326045629,0.56,0.72,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it7,1,1,bert0it,0.08692542,0.25,0.25,0.10500000000000001,0.17,0.11,0.309302725,0.51,0.77,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it9,1,1,bert0it,0.123622812,0.31,0.3,0.10500000000000001,0.17,0.11,0.313328873,0.56,0.77,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it10,1,1,bert0it,0.053097449,0.26,0.25,0.10500000000000001,0.17,0.11,0.160968755,0.55,0.64,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it11,1,1,bert0it,0.154193177,0.24,0.25,0.10500000000000001,0.17,0.11,0.487883366,0.52,0.77,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it12,1,1,bert0it,0.052693642,0.27,0.28,0.10500000000000001,0.17,0.11,0.151835832,0.66,0.7,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it13,1,1,bert0it,0.305875441,0.28,0.28,0.10500000000000001,0.17,0.11,0.801459578,0.33,0.75,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it14,1,1,bert0it,0.213494156,0.38,0.4,0.10500000000000001,0.17,0.11,0.345580809,0.61,0.64,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it15,1,1,bert0it,0.290023901,0.28,0.25,0.10500000000000001,0.17,0.11,0.714770642,0.4,0.7,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it16,1,1,bert0it,0.138667094,0.28,0.29,0.10500000000000001,0.17,0.11,0.500027227,0.48,0.8,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it17,1,1,bert0it,0.07861624,0.31,0.31,0.10500000000000001,0.17,0.11,0.192322817,0.57,0.65,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it18,1,1,bert0it,0.099391771,0.26,0.24,0.10500000000000001,0.17,0.11,0.336266576,0.54,0.74,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it19,1,1,bert0it,0.056735305,0.46,0.51,0.10500000000000001,0.17,0.11,0.074988423,0.62,0.61,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it20,1,1,bert0it,0.11382857,0.3,0.31,0.10500000000000001,0.17,0.11,0.394328882,0.66,0.89,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it21,1,1,bert0it,0.072034242,0.28,0.29,0.10500000000000001,0.17,0.11,0.213288865,0.61,0.68,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it22,1,1,bert0it,0.160896022,0.34,0.32,0.10500000000000001,0.17,0.11,0.365818928,0.55,0.73,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it23,1,1,bert0it,0.088265675,0.24,0.25,0.10500000000000001,0.17,0.11,0.371001824,0.57,0.78,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it24,1,1,bert0it,-0.009063128,0.36,0.39,0.10500000000000001,0.17,0.11,-0.017729509,0.63,0.63,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it25,1,1,bert0it,0.113830208,0.26,0.28,0.10500000000000001,0.17,0.11,0.34732823,0.55,0.73,0.319687251,0.36,0.32,-,-,-,-,-,-,-,-,-
it0,0,1,bert0it,0.21,0.23,0.23,0.21,0.23,0.23,0.72,0.39,0.85,0.72,0.39,0.85,-,-,-,-,-,-,-,-,-
it1,1,1,bert11it,-0.09010093,0.19,0.2,0.035,0.14,0.13,-0.350223452,0.64,0.55,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it2,1,1,bert11it,0.028804823,0.26,0.27,0.035,0.14,0.13,0.069709031,0.59,0.57,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it3,1,1,bert11it,-0.011421801,0.19,0.19,0.035,0.14,0.13,-0.073034402,0.69,0.62,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it4,1,1,bert11it,-0.028795917,0.3,0.31,0.035,0.14,0.13,-0.059332026,0.52,0.59,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it5,1,1,bert11it,0.105171818,0.35,0.34,0.035,0.14,0.13,0.194543063,0.52,0.57,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it6,1,1,bert11it,0.008746271,0.25,0.21,0.035,0.14,0.13,0.039886508,0.67,0.75,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it7,1,1,bert11it,0.01607174,0.32,0.3,0.035,0.14,0.13,0.038181299,0.6,0.73,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it9,1,1,bert11it,0.122139826,0.22,0.19,0.035,0.14,0.13,0.465858351,0.51,0.75,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it10,1,1,bert11it,0.069159996,0.23,0.2,0.035,0.14,0.13,0.283615007,0.59,0.78,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it11,1,1,bert11it,0.176416294,0.22,0.23,0.035,0.14,0.13,0.623352908,0.51,0.69,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it12,1,1,bert11it,0.026797677,0.31,0.24,0.035,0.14,0.13,0.101339366,0.63,0.76,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it13,1,1,bert11it,0.177690962,0.3,0.25,0.035,0.14,0.13,0.427900935,0.51,0.61,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it14,1,1,bert11it,-0.011683407,0.27,0.32,0.035,0.14,0.13,-0.027508391,0.7,0.57,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it15,1,1,bert11it,0.175782057,0.29,0.22,0.035,0.14,0.13,0.974327945,0.23,1.14,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it16,1,1,bert11it,0.042925933,0.17,0.18,0.035,0.14,0.13,0.24781506,0.57,0.71,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it17,1,1,bert11it,0.029994961,0.27,0.24,0.035,0.14,0.13,0.093122811,0.58,0.59,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it18,1,1,bert11it,0.158001592,0.32,0.23,0.035,0.14,0.13,0.442942865,0.47,0.67,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it19,1,1,bert11it,-0.026727209,0.37,0.39,0.035,0.14,0.13,-0.044959608,0.59,0.53,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it20,1,1,bert11it,0.169381917,0.27,0.24,0.035,0.14,0.13,0.506953502,0.57,0.73,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it21,1,1,bert11it,0.096844942,0.38,0.33,0.035,0.14,0.13,0.19498194,0.58,0.63,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it22,1,1,bert11it,-0.100597413,0.24,0.27,0.035,0.14,0.13,-0.414383988,0.84,0.49,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it23,1,1,bert11it,-0.133085369,0.22,0.28,0.035,0.14,0.13,-0.409355626,0.7,0.53,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it24,1,1,bert11it,0.116904136,0.38,0.31,0.035,0.14,0.13,0.200771483,0.51,0.64,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it25,1,1,bert11it,0.091334911,0.22,0.18,0.035,0.14,0.13,0.440155202,0.49,0.74,0.1479412145,0.46,0.55,-,-,-,-,-,-,-,-,-
it0,0,1,bert11it,0.04,0.28,0.26,0.04,0.28,0.26,0.23,0.62,0.92,0.23,0.62,0.92,-,-,-,-,-,-,-,-,-
it1,1,1,xlmr0,0.205956161,0.58,0.51,0.045,0.16,0.16,0.266905098,0.51,0.68,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it2,1,1,xlmr0,0.246340768,0.45,0.44,0.045,0.16,0.16,0.317059704,0.54,0.62,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it3,1,1,xlmr0,-0.003673541,0.37,0.33,0.045,0.16,0.16,-0.010204419,0.73,0.75,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it4,1,1,xlmr0,0.161599391,0.65,0.55,0.045,0.16,0.16,0.175052369,0.52,0.66,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it5,1,1,xlmr0,0.065516925,0.39,0.36,0.045,0.16,0.16,0.133679078,0.57,0.69,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it6,1,1,xlmr0,-0.061323558,0.32,0.3,0.045,0.16,0.16,-0.222581778,0.78,0.6,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it7,1,1,xlmr0,0.067968291,0.43,0.44,0.045,0.16,0.16,0.110066315,0.64,0.67,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it9,1,1,xlmr0,0.095177469,0.35,0.4,0.045,0.16,0.16,0.196214817,0.58,0.67,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it10,1,1,xlmr0,-0.007872375,0.33,0.35,0.045,0.16,0.16,-0.022819168,0.62,0.71,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it11,1,1,xlmr0,0.008512537,0.43,0.52,0.045,0.16,0.16,0.011831,0.61,0.62,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it12,1,1,xlmr0,-0.136496388,0.5,0.53,0.045,0.16,0.16,-0.166037072,0.56,0.58,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it13,1,1,xlmr0,0.06463837,0.45,0.44,0.045,0.16,0.16,0.098517316,0.62,0.7,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it14,1,1,xlmr0,0.118126863,0.54,0.51,0.045,0.16,0.16,0.146980239,0.6,0.6,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it15,1,1,xlmr0,0.129447141,0.37,0.38,0.045,0.16,0.16,0.446253258,0.6,0.92,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it16,1,1,xlmr0,0.086858774,0.36,0.3,0.045,0.16,0.16,0.28145492,0.61,0.83,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it17,1,1,xlmr0,0.109309472,0.58,0.57,0.045,0.16,0.16,0.116560619,0.59,0.58,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it18,1,1,xlmr0,-0.004578181,0.38,0.34,0.045,0.16,0.16,-0.009750168,0.59,0.62,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it19,1,1,xlmr0,-0.066431057,0.47,0.47,0.045,0.16,0.16,-0.086469163,0.63,0.57,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it20,1,1,xlmr0,0.202273838,0.44,0.42,0.045,0.16,0.16,0.393685653,0.55,0.81,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it21,1,1,xlmr0,-0.085876139,0.45,0.41,0.045,0.16,0.16,-0.135127625,0.6,0.7,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it22,1,1,xlmr0,-0.120908226,0.41,0.42,0.045,0.16,0.16,-0.210754614,0.63,0.57,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it23,1,1,xlmr0,0.032953102,0.28,0.34,0.045,0.16,0.16,0.083615021,0.59,0.62,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it24,1,1,xlmr0,0.026993806,0.09,0.07,0.045,0.16,0.16,0.264271584,0.56,0.82,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it25,1,1,xlmr0,0.029724593,0.07,0.05,0.045,0.16,0.16,0.38775816,0.5,0.74,0.113313467,0.28,0.32,-,-,-,-,-,-,-,113.23,0.56
it0,0,1,xlmr0,0.12,0.39,0.36,0.12,0.39,0.36,0.29,0.57,0.72,0.29,0.57,0.72,-,-,-,-,-,-,-,113.23,0.56
it1,1,1,xlmr11,0.074540802,0.16,0.14,0.01,0.06,0.07,0.344978693,0.51,0.61,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it2,1,1,xlmr11,0.074495282,0.16,0.15,0.01,0.06,0.07,0.267092539,0.51,0.58,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it3,1,1,xlmr11,-0.001934175,0.1,0.08,0.01,0.06,0.07,-0.01691863,0.6,0.65,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it4,1,1,xlmr11,0.021958799,0.21,0.19,0.01,0.06,0.07,0.064973683,0.53,0.58,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it5,1,1,xlmr11,-0.001255999,0.12,0.11,0.01,0.06,0.07,-0.008549851,0.59,0.69,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it6,1,1,xlmr11,0.008237569,0.11,0.1,0.01,0.06,0.07,0.073794102,0.56,0.73,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it7,1,1,xlmr11,-0.034680933,0.12,0.15,0.01,0.06,0.07,-0.174765919,0.62,0.57,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it9,1,1,xlmr11,0.007427323,0.08,0.09,0.01,0.06,0.07,0.067982514,0.63,0.59,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it10,1,1,xlmr11,0.00397915,0.08,0.07,0.01,0.06,0.07,0.053980115,0.58,0.64,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it11,1,1,xlmr11,-0.02302537,0.12,0.15,0.01,0.06,0.07,-0.116691336,0.6,0.61,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it12,1,1,xlmr11,-0.083514641,0.15,0.2,0.01,0.06,0.07,-0.322459611,0.64,0.5,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it13,1,1,xlmr11,0.035087814,0.15,0.14,0.01,0.06,0.07,0.14852301,0.56,0.63,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it14,1,1,xlmr11,0.007813339,0.13,0.15,0.01,0.06,0.07,0.037000779,0.64,0.54,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it15,1,1,xlmr11,0.021924578,0.07,0.07,0.01,0.06,0.07,0.362249175,0.52,0.81,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it16,1,1,xlmr11,0.010304577,0.08,0.08,0.01,0.06,0.07,0.137748306,0.61,0.7,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it17,1,1,xlmr11,-0.000452427,0.18,0.17,0.01,0.06,0.07,-0.001565826,0.55,0.56,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it18,1,1,xlmr11,0.023195693,0.08,0.08,0.01,0.06,0.07,0.212348165,0.56,0.65,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it19,1,1,xlmr11,-0.066404042,0.16,0.19,0.01,0.06,0.07,-0.236564743,0.63,0.52,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it20,1,1,xlmr11,0.013210153,0.09,0.1,0.01,0.06,0.07,0.177295882,0.8,0.88,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it21,1,1,xlmr11,0.019768951,0.12,0.11,0.01,0.06,0.07,0.116261976,0.54,0.67,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it22,1,1,xlmr11,-0.026108612,0.09,0.11,0.01,0.06,0.07,-0.1979856,0.69,0.61,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it23,1,1,xlmr11,0.000328357,0.08,0.11,0.01,0.06,0.07,0.002757957,0.69,0.66,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it24,1,1,xlmr11,0.007367351,0.03,0.03,0.01,0.06,0.07,0.232802011,0.62,0.77,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it25,1,1,xlmr11,0.036451149,0.04,0.03,0.01,0.06,0.07,0.875315441,0.43,0.72,0.0664780985,0.29,0.30,-,-,-,-,-,-,-,-,-
it0,0,1,xlmr11,0.04,0.13,0.12,0.04,0.13,0.12,0.26,0.57,0.61,0.26,0.57,0.61,-,-,-,-,-,-,-,-,-
it1,1,1,xglm0,0.078767359,0.2,0.16,0.04,0.12,0.08,0.3268181,0.54,0.69,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it2,1,1,xglm0,0.181005825,0.24,0.22,0.04,0.12,0.08,0.490631684,0.51,0.6,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it3,1,1,xglm0,0.036870663,0.16,0.16,0.04,0.12,0.08,0.227060072,0.59,0.73,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it4,1,1,xglm0,0.08741911,0.23,0.2,0.04,0.12,0.08,0.307237215,0.52,0.68,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it5,1,1,xglm0,0.04988668,0.2,0.17,0.04,0.12,0.08,0.206547009,0.57,0.67,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it6,1,1,xglm0,-0.052961251,0.15,0.15,0.04,0.12,0.08,-0.330907461,0.77,0.6,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it7,1,1,xglm0,0.009592751,0.18,0.17,0.04,0.12,0.08,0.043018465,0.61,0.69,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it9,1,1,xglm0,0.038474502,0.15,0.13,0.04,0.12,0.08,0.205038511,0.56,0.64,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it10,1,1,xglm0,-0.011825639,0.13,0.13,0.04,0.12,0.08,-0.089981338,0.67,0.64,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it11,1,1,xglm0,0.001692647,0.16,0.16,0.04,0.12,0.08,0.007355422,0.58,0.62,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it12,1,1,xglm0,-0.046032066,0.16,0.18,0.04,0.12,0.08,-0.237556031,0.76,0.56,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it13,1,1,xglm0,0.168595796,0.2,0.19,0.04,0.12,0.08,0.612763438,0.4,0.66,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it14,1,1,xglm0,0.000389133,0.2,0.2,0.04,0.12,0.08,0.001389489,0.62,0.59,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it15,1,1,xglm0,0.005072538,0.15,0.15,0.04,0.12,0.08,0.033510609,0.7,0.68,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it16,1,1,xglm0,0.050215834,0.2,0.18,0.04,0.12,0.08,0.204423742,0.55,0.68,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it17,1,1,xglm0,0.022403538,0.21,0.22,0.04,0.12,0.08,0.070603494,0.59,0.59,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it18,1,1,xglm0,0.095049837,0.17,0.16,0.04,0.12,0.08,0.544078513,0.49,0.87,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it19,1,1,xglm0,0.07493495,0.21,0.2,0.04,0.12,0.08,0.23365743,0.53,0.62,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it20,1,1,xglm0,0.123448454,0.22,0.19,0.04,0.12,0.08,0.458170715,0.51,0.68,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it21,1,1,xglm0,-0.004205976,0.17,0.17,0.04,0.12,0.08,-0.019537309,0.64,0.65,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it22,1,1,xglm0,0.042535333,0.23,0.23,0.04,0.12,0.08,0.122537961,0.61,0.6,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it23,1,1,xglm0,0.025830047,0.14,0.14,0.04,0.12,0.08,0.146546293,0.58,0.65,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it24,1,1,xglm0,0.003254178,0.2,0.19,0.04,0.12,0.08,0.013718118,0.67,0.68,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it25,1,1,xglm0,0.056620675,0.14,0.12,0.04,0.12,0.08,0.390184326,0.48,0.84,0.1754850175,0.36,0.39,-,-,-,-,-,-,-,129.79,1.33
it0,0,1,xglm0,0.08,0.15,0.14,0.08,0.15,0.14,0.55,0.43,0.86,0.55,0.43,0.86,-,-,-,-,-,-,-,129.79,1.33
it1,1,1,xglm47,-0.000826936,0.1,0.1,0.055,0.04,0.07,-0.009681365,0.68,0.7,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it2,1,1,xglm47,0.061909256,0.11,0.1,0.055,0.04,0.07,0.495597619,0.49,0.83,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
it3,1,1,xglm47,0.029357736,0.12,0.12,0.055,0.04,0.07,0.222382407,0.61,0.74,0.435970962,0.28,0.57,-,-,-,-,-,-,-,-,-
